"timestamp_utc","group","topic","partition","current_offset","log_end_offset","lag"
"2026-09-06T19:27:15.6702427Z","cloud-workers","edge-aggregates","0","268","886","618"
"2026-09-06T19:27:15.6702427Z","cloud-workers","edge-aggregates","1","266","1332","1066"
"2026-09-06T19:27:15.6702427Z","cloud-workers","edge-aggregates","2","267","1332","1065"
"2026-09-06T19:27:15.6702427Z","cloud-workers","edge-aggregates","3","266","888","622"
"2026-09-06T19:27:15.6702427Z","cloud-workers","edge-aggregates","4","258","888","630"
"2026-09-06T19:27:15.6702427Z","cloud-workers","edge-aggregates","5","254","444","190"
"2026-09-06T19:27:15.6702427Z","global-aggregator","cloud-edge-aggregates","0","1345","1349","4"
"2026-09-06T19:27:24.5019211Z","cloud-workers","edge-aggregates","0","1505","2620","1115"
"2026-09-06T19:27:24.5019211Z","cloud-workers","edge-aggregates","1","1503","3930","2427"
"2026-09-06T19:27:24.5019211Z","cloud-workers","edge-aggregates","2","1503","3930","2427"
"2026-09-06T19:27:24.5019211Z","cloud-workers","edge-aggregates","3","1504","2620","1116"
"2026-09-06T19:27:24.5019211Z","cloud-workers","edge-aggregates","4","1494","2620","1126"
"2026-09-06T19:27:24.5019211Z","cloud-workers","edge-aggregates","5","1297","1310","13"
"2026-09-06T19:27:24.5019211Z","global-aggregator","cloud-edge-aggregates","0","3845","3854","9"
"2026-09-06T19:27:32.6859353Z","cloud-workers","edge-aggregates","0","2914","4166","1252"
"2026-09-06T19:27:32.6859353Z","cloud-workers","edge-aggregates","1","2911","6249","3338"
"2026-09-06T19:27:32.6859353Z","cloud-workers","edge-aggregates","2","2912","6249","3337"
"2026-09-06T19:27:32.6859353Z","cloud-workers","edge-aggregates","3","2912","4166","1254"
"2026-09-06T19:27:32.6859353Z","cloud-workers","edge-aggregates","4","2901","4166","1265"
"2026-09-06T19:27:32.6859353Z","cloud-workers","edge-aggregates","5","2069","2083","14"
"2026-09-06T19:27:32.6859353Z","global-aggregator","cloud-edge-aggregates","0","6483","6496","13"
"2026-09-06T19:27:40.9713860Z","cloud-workers","edge-aggregates","0","4425","5768","1343"
"2026-09-06T19:27:40.9713860Z","cloud-workers","edge-aggregates","1","4422","8654","4232"
"2026-09-06T19:27:40.9713860Z","cloud-workers","edge-aggregates","2","4423","8653","4230"
"2026-09-06T19:27:40.9713860Z","cloud-workers","edge-aggregates","3","4423","5770","1347"
"2026-09-06T19:27:40.9713860Z","cloud-workers","edge-aggregates","4","4412","5769","1357"
"2026-09-06T19:27:40.9713860Z","cloud-workers","edge-aggregates","5","2868","2885","17"
"2026-09-06T19:27:40.9713860Z","global-aggregator","cloud-edge-aggregates","0","9364","9400","36"
"2026-09-06T19:27:48.7436955Z","cloud-workers","edge-aggregates","0","5884","7245","1361"
"2026-09-06T19:27:48.7436955Z","cloud-workers","edge-aggregates","1","5881","10863","4982"
"2026-09-06T19:27:48.7436955Z","cloud-workers","edge-aggregates","2","5883","10865","4982"
"2026-09-06T19:27:48.7436955Z","cloud-workers","edge-aggregates","3","5882","7245","1363"
"2026-09-06T19:27:48.7436955Z","cloud-workers","edge-aggregates","4","5872","7243","1371"
"2026-09-06T19:27:48.7436955Z","cloud-workers","edge-aggregates","5","3612","3623","11"
"2026-09-06T19:27:48.7436955Z","global-aggregator","cloud-edge-aggregates","0","12035","12052","17"
"2026-09-06T19:27:55.7460153Z","cloud-workers","edge-aggregates","0","7589","8768","1179"
"2026-09-06T19:27:55.7460153Z","cloud-workers","edge-aggregates","1","7586","13148","5562"
"2026-09-06T19:27:55.7460153Z","cloud-workers","edge-aggregates","2","7588","13150","5562"
"2026-09-06T19:27:55.7460153Z","cloud-workers","edge-aggregates","3","7587","8768","1181"
"2026-09-06T19:27:55.7460153Z","cloud-workers","edge-aggregates","4","7576","8767","1191"
"2026-09-06T19:27:55.7460153Z","cloud-workers","edge-aggregates","5","4372","4384","12"
"2026-09-06T19:27:55.7460153Z","global-aggregator","cloud-edge-aggregates","0","15311","15321","10"
"2026-09-06T19:28:03.2004318Z","cloud-workers","edge-aggregates","0","9405","10256","851"
"2026-09-06T19:28:03.2004318Z","cloud-workers","edge-aggregates","1","9402","15380","5978"
"2026-09-06T19:28:03.2004318Z","cloud-workers","edge-aggregates","2","9404","15384","5980"
"2026-09-06T19:28:03.2004318Z","cloud-workers","edge-aggregates","3","9402","10256","854"
"2026-09-06T19:28:03.2004318Z","cloud-workers","edge-aggregates","4","9392","10256","864"
"2026-09-06T19:28:03.2004318Z","cloud-workers","edge-aggregates","5","5113","5128","15"
"2026-09-06T19:28:03.2004318Z","global-aggregator","cloud-edge-aggregates","0","18421","18441","20"
"2026-09-06T19:28:11.0279600Z","cloud-workers","edge-aggregates","0","11104","11804","700"
"2026-09-06T19:28:11.0279600Z","cloud-workers","edge-aggregates","1","11101","17702","6601"
"2026-09-06T19:28:11.0279600Z","cloud-workers","edge-aggregates","2","11102","17706","6604"
"2026-09-06T19:28:11.0279600Z","cloud-workers","edge-aggregates","3","11101","11804","703"
"2026-09-06T19:28:11.0279600Z","cloud-workers","edge-aggregates","4","11090","11804","714"
