"timestamp_utc","group","topic","partition","current_offset","log_end_offset","lag"
"2026-09-06T21:57:45.4119301Z","cloud-workers","edge-aggregates","0","647","1597","950"
"2026-09-06T21:57:45.4119301Z","cloud-workers","edge-aggregates","1","411","2284","1873"
"2026-09-06T21:57:45.4119301Z","cloud-workers","edge-aggregates","2","399","2276","1877"
"2026-09-06T21:57:45.4119301Z","cloud-workers","edge-aggregates","3","573","1556","983"
"2026-09-06T21:57:45.4119301Z","cloud-workers","edge-aggregates","4","374","1526","1152"
"2026-09-06T21:57:45.4119301Z","cloud-workers","edge-aggregates","5","354","761","407"
"2026-09-06T21:57:45.4119301Z","global-aggregator","cloud-edge-aggregates","0","1729","2224","495"
"2026-09-06T21:57:57.0530044Z","cloud-workers","edge-aggregates","0","2866","4679","1813"
"2026-09-06T21:57:57.0530044Z","cloud-workers","edge-aggregates","1","2189","6959","4770"
"2026-09-06T21:57:57.0530044Z","cloud-workers","edge-aggregates","2","2176","6953","4777"
"2026-09-06T21:57:57.0530044Z","cloud-workers","edge-aggregates","3","2845","4664","1819"
"2026-09-06T21:57:57.0530044Z","cloud-workers","edge-aggregates","4","1693","4648","2955"
"2026-09-06T21:57:57.0530044Z","cloud-workers","edge-aggregates","5","1672","2330","658"
"2026-09-06T21:57:57.0530044Z","global-aggregator","cloud-edge-aggregates","0","4641","6017","1376"
"2026-09-06T21:58:07.7337286Z","cloud-workers","edge-aggregates","0","5745","7522","1777"
"2026-09-06T21:58:07.7337286Z","cloud-workers","edge-aggregates","1","4659","11233","6574"
"2026-09-06T21:58:07.7337286Z","cloud-workers","edge-aggregates","2","4649","11202","6553"
"2026-09-06T21:58:07.7337286Z","cloud-workers","edge-aggregates","3","5736","7489","1753"
"2026-09-06T21:58:07.7337286Z","cloud-workers","edge-aggregates","4","3478","7504","4026"
"2026-09-06T21:58:07.7337286Z","cloud-workers","edge-aggregates","5","3456","3763","307"
"2026-09-06T21:58:07.7337286Z","global-aggregator","cloud-edge-aggregates","0","7947","11026","3079"
"2026-09-06T21:58:18.9290752Z","cloud-workers","edge-aggregates","0","9183","10508","1325"
"2026-09-06T21:58:18.9290752Z","cloud-workers","edge-aggregates","1","7661","15756","8095"
"2026-09-06T21:58:18.9290752Z","cloud-workers","edge-aggregates","2","7650","15734","8084"
"2026-09-06T21:58:18.9290752Z","cloud-workers","edge-aggregates","3","9257","10515","1258"
"2026-09-06T21:58:18.9290752Z","cloud-workers","edge-aggregates","4","6326","10518","4192"
"2026-09-06T21:58:18.9290752Z","cloud-workers","edge-aggregates","5","5128","5259","131"
"2026-09-06T21:58:18.9290752Z","global-aggregator","cloud-edge-aggregates","0","12308","17575","5267"
"2026-09-06T21:58:29.7132684Z","cloud-workers","edge-aggregates","0","13262","13462","200"
"2026-09-06T21:58:29.7132684Z","cloud-workers","edge-aggregates","1","10759","20141","9382"
"2026-09-06T21:58:29.7132684Z","cloud-workers","edge-aggregates","2","10761","20146","9385"
"2026-09-06T21:58:29.7132684Z","cloud-workers","edge-aggregates","3","13296","13450","154"
"2026-09-06T21:58:29.7132684Z","cloud-workers","edge-aggregates","4","9655","13442","3787"
"2026-09-06T21:58:29.7132684Z","cloud-workers","edge-aggregates","5","6670","6721","51"
"2026-09-06T21:58:29.7132684Z","global-aggregator","cloud-edge-aggregates","0","16496","23316","6820"
"2026-09-06T21:58:39.8519444Z","cloud-workers","edge-aggregates","0","15389","15536","147"
"2026-09-06T21:58:39.8519444Z","cloud-workers","edge-aggregates","1","13935","23278","9343"
"2026-09-06T21:58:39.8519444Z","cloud-workers","edge-aggregates","2","13937","23272","9335"
"2026-09-06T21:58:39.8519444Z","cloud-workers","edge-aggregates","3","15352","15530","178"
"2026-09-06T21:58:39.8519444Z","cloud-workers","edge-aggregates","4","14307","15522","1215"
"2026-09-06T21:58:39.8519444Z","cloud-workers","edge-aggregates","5","7652","7763","111"
"2026-09-06T21:58:39.8519444Z","global-aggregator","cloud-edge-aggregates","0","22613","28867","6254"
"2026-09-06T21:58:49.0762094Z","cloud-workers","edge-aggregates","0","16250","16250","0"
"2026-09-06T21:58:49.0762094Z","cloud-workers","edge-aggregates","1","24371","24371","0"
"2026-09-06T21:58:49.0762094Z","cloud-workers","edge-aggregates","2","24375","24375","0"
"2026-09-06T21:58:49.0762094Z","cloud-workers","edge-aggregates","3","16250","16250","0"
"2026-09-06T21:58:49.0762094Z","cloud-workers","edge-aggregates","4","16250","16250","0"
"2026-09-06T21:58:49.0762094Z","cloud-workers","edge-aggregates","5","8125","8125","0"
"2026-09-06T21:58:49.0762094Z","global-aggregator","cloud-edge-aggregates","0","35243","35243","0"
