"timestamp_utc","container","cpu_pct","memory_used_mib","memory_usage","net_io","block_io","pids"
"2026-09-06T21:57:22.5443707Z","cloud-worker-0","0,14","7,078","7.078MiB / 15.18GiB","55.1kB / 49.1kB","0B / 0B","11"
"2026-09-06T21:57:22.5443707Z","cloud-worker-1","0,06","7,004","7.004MiB / 15.18GiB","22.7kB / 19.5kB","0B / 0B","10"
"2026-09-06T21:57:22.5443707Z","cloud-worker-2","0,15","6,965","6.965MiB / 15.18GiB","15.9kB / 12.4kB","0B / 0B","9"
"2026-09-06T21:57:22.5443707Z","cloud-worker-3","0,07","4,934","4.934MiB / 15.18GiB","11.1kB / 7.84kB","0B / 0B","8"
"2026-09-06T21:57:22.5443707Z","edge-0","2,24","5,129","5.129MiB / 15.18GiB","3.79kB / 820B","0B / 0B","10"
"2026-09-06T21:57:22.5443707Z","edge-1","2,63","7,047","7.047MiB / 15.18GiB","4.25kB / 820B","0B / 0B","9"
"2026-09-06T21:57:22.5443707Z","edge-10","0","7,012","7.012MiB / 15.18GiB","4.67kB / 822B","0B / 0B","9"
"2026-09-06T21:57:22.5443707Z","edge-11","2,11","5,02","5.02MiB / 15.18GiB","4.21kB / 822B","0B / 0B","8"
"2026-09-06T21:57:22.5443707Z","edge-12","2,87","7,031","7.031MiB / 15.18GiB","4.34kB / 822B","0B / 0B","9"
"2026-09-06T21:57:22.5443707Z","edge-2","2,55","7,289","7.289MiB / 15.18GiB","3.79kB / 820B","0B / 0B","8"
"2026-09-06T21:57:22.5443707Z","edge-3","2,22","7,227","7.227MiB / 15.18GiB","3.66kB / 820B","0B / 0B","9"
"2026-09-06T21:57:22.5443707Z","edge-4","0","7,016","7.016MiB / 15.18GiB","4.67kB / 820B","0B / 0B","8"
"2026-09-06T21:57:22.5443707Z","edge-5","0","7,078","7.078MiB / 15.18GiB","4.5kB / 820B","0B / 0B","10"
"2026-09-06T21:57:22.5443707Z","edge-6","2,05","5,027","5.027MiB / 15.18GiB","4.46kB / 820B","0B / 0B","9"
"2026-09-06T21:57:22.5443707Z","edge-7","2,54","5,273","5.273MiB / 15.18GiB","4.42kB / 820B","0B / 0B","10"
"2026-09-06T21:57:22.5443707Z","edge-8","0,25","8,023","8.023MiB / 15.18GiB","3.54kB / 820B","0B / 0B","14"
"2026-09-06T21:57:22.5443707Z","edge-9","2,17","5,238","5.238MiB / 15.18GiB","3.83kB / 820B","0B / 0B","9"
"2026-09-06T21:57:22.5443707Z","global-aggregator","0,1","7,008","7.008MiB / 15.18GiB","12kB / 9.66kB","0B / 0B","9"
"2026-09-06T21:57:22.5443707Z","kafka","7,93","332,4","332.4MiB / 15.18GiB","107kB / 114kB","0B / 0B","120"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-0","0,03","2,645","2.645MiB / 15.18GiB","2.86kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-1","0,02","2,645","2.645MiB / 15.18GiB","2.86kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-10","0,02","2,652","2.652MiB / 15.18GiB","2.87kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-11","0,02","2,652","2.652MiB / 15.18GiB","2.87kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-12","0,02","2,637","2.637MiB / 15.18GiB","2.87kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-2","0,02","2,664","2.664MiB / 15.18GiB","2.86kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-3","0,02","2,648","2.648MiB / 15.18GiB","2.86kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-4","0,02","2,641","2.641MiB / 15.18GiB","2.93kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-5","0,03","2,641","2.641MiB / 15.18GiB","2.86kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-6","0,02","2,641","2.641MiB / 15.18GiB","2.86kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-7","0,03","2,641","2.641MiB / 15.18GiB","2.86kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-8","0,03","2,645","2.645MiB / 15.18GiB","2.86kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","mqtt-edge-9","0,02","2,648","2.648MiB / 15.18GiB","2.86kB / 744B","0B / 0B","1"
"2026-09-06T21:57:22.5443707Z","simulator-edge-0","0","4,754","4.754MiB / 15.18GiB","1.17kB / 470B","0B / 0B","5"
"2026-09-06T21:57:22.5443707Z","simulator-edge-1","0","4,754","4.754MiB / 15.18GiB","1.17kB / 470B","0B / 0B","5"
"2026-09-06T21:57:22.5443707Z","simulator-edge-10","0","4,773","4.773MiB / 15.18GiB","1.17kB / 471B","0B / 0B","6"
"2026-09-06T21:57:22.5443707Z","simulator-edge-11","0","4,781","4.781MiB / 15.18GiB","1.17kB / 471B","0B / 0B","6"
"2026-09-06T21:57:22.5443707Z","simulator-edge-12","0","2,77","2.77MiB / 15.18GiB","1.17kB / 471B","0B / 0B","6"
"2026-09-06T21:57:22.5443707Z","simulator-edge-2","0","4,781","4.781MiB / 15.18GiB","1.08kB / 470B","0B / 0B","6"
"2026-09-06T21:57:22.5443707Z","simulator-edge-3","0","4,758","4.758MiB / 15.18GiB","684B / 428B","0B / 0B","5"
"2026-09-06T21:57:22.5443707Z","simulator-edge-4","0","2,742","2.742MiB / 15.18GiB","1.17kB / 470B","0B / 0B","5"
"2026-09-06T21:57:22.5443707Z","simulator-edge-5","0","4,77","4.77MiB / 15.18GiB","1.17kB / 470B","0B / 0B","5"
"2026-09-06T21:57:22.5443707Z","simulator-edge-6","0","2,836","2.836MiB / 15.18GiB","1.24kB / 470B","0B / 0B","6"
"2026-09-06T21:57:22.5443707Z","simulator-edge-7","0","4,754","4.754MiB / 15.18GiB","1.24kB / 470B","0B / 0B","5"
"2026-09-06T21:57:22.5443707Z","simulator-edge-8","0","4,754","4.754MiB / 15.18GiB","1.17kB / 470B","0B / 0B","5"
"2026-09-06T21:57:22.5443707Z","simulator-edge-9","0","4,754","4.754MiB / 15.18GiB","1.17kB / 470B","0B / 0B","5"
"2026-09-06T21:57:28.4781313Z","cloud-worker-0","0,09","7,078","7.078MiB / 15.18GiB","62.1kB / 56.7kB","0B / 0B","11"
"2026-09-06T21:57:28.4781313Z","cloud-worker-1","0,05","7,008","7.008MiB / 15.18GiB","26kB / 23.4kB","0B / 0B","10"
"2026-09-06T21:57:28.4781313Z","cloud-worker-2","0,1","6,965","6.965MiB / 15.18GiB","22.9kB / 20kB","0B / 0B","9"
"2026-09-06T21:57:28.4781313Z","cloud-worker-3","0,07","4,934","4.934MiB / 15.18GiB","14.6kB / 12kB","0B / 0B","8"
"2026-09-06T21:57:28.4781313Z","edge-0","2,24","6,07","6.07MiB / 15.18GiB","3.86kB / 886B","0B / 0B","10"
"2026-09-06T21:57:28.4781313Z","edge-1","2,17","7,039","7.039MiB / 15.18GiB","4.32kB / 886B","0B / 0B","9"
"2026-09-06T21:57:28.4781313Z","edge-10","0","7,02","7.02MiB / 15.18GiB","4.74kB / 888B","0B / 0B","9"
"2026-09-06T21:57:28.4781313Z","edge-11","2,1","5,195","5.195MiB / 15.18GiB","4.28kB / 888B","0B / 0B","8"
"2026-09-06T21:57:28.4781313Z","edge-12","1,99","7,078","7.078MiB / 15.18GiB","4.4kB / 888B","0B / 0B","9"
"2026-09-06T21:57:28.4781313Z","edge-2","0","7,02","7.02MiB / 15.18GiB","3.86kB / 886B","0B / 0B","8"
"2026-09-06T21:57:28.4781313Z","edge-3","0","7,016","7.016MiB / 15.18GiB","3.73kB / 886B","0B / 0B","9"
"2026-09-06T21:57:28.4781313Z","edge-4","0","7,016","7.016MiB / 15.18GiB","4.74kB / 886B","0B / 0B","8"
"2026-09-06T21:57:28.4781313Z","edge-5","2,22","7,07","7.07MiB / 15.18GiB","4.57kB / 886B","0B / 0B","10"
"2026-09-06T21:57:28.4781313Z","edge-6","2,08","5,027","5.027MiB / 15.18GiB","4.53kB / 886B","0B / 0B","9"
"2026-09-06T21:57:28.4781313Z","edge-7","1,97","5,277","5.277MiB / 15.18GiB","4.49kB / 886B","0B / 0B","10"
"2026-09-06T21:57:28.4781313Z","edge-8","0,02","5","5MiB / 15.18GiB","3.6kB / 886B","0B / 0B","8"
"2026-09-06T21:57:28.4781313Z","edge-9","0","5,004","5.004MiB / 15.18GiB","3.9kB / 886B","0B / 0B","9"
"2026-09-06T21:57:28.4781313Z","global-aggregator","0,08","7,008","7.008MiB / 15.18GiB","15.7kB / 14kB","0B / 0B","9"
"2026-09-06T21:57:28.4781313Z","kafka","4,59","333,7","333.7MiB / 15.18GiB","135kB / 139kB","0B / 0B","120"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-0","0,02","2,648","2.648MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-1","0,03","2,652","2.652MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-10","0,02","2,645","2.645MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-11","0,02","2,652","2.652MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-12","0,02","2,641","2.641MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-2","0,02","2,645","2.645MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-3","0,02","2,645","2.645MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-4","0,02","2,641","2.641MiB / 15.18GiB","3.04kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-5","0,03","2,641","2.641MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-6","0,03","2,637","2.637MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-7","0,02","2,645","2.645MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-8","0,02","2,645","2.645MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","mqtt-edge-9","0,02","2,652","2.652MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:28.4781313Z","simulator-edge-0","0","4,754","4.754MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:28.4781313Z","simulator-edge-1","0","4,754","4.754MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:28.4781313Z","simulator-edge-10","0","4,773","4.773MiB / 15.18GiB","1.21kB / 513B","0B / 0B","6"
"2026-09-06T21:57:28.4781313Z","simulator-edge-11","0","4,781","4.781MiB / 15.18GiB","1.21kB / 513B","0B / 0B","6"
"2026-09-06T21:57:28.4781313Z","simulator-edge-12","0","2,77","2.77MiB / 15.18GiB","1.21kB / 513B","0B / 0B","6"
"2026-09-06T21:57:28.4781313Z","simulator-edge-2","0","4,781","4.781MiB / 15.18GiB","1.21kB / 512B","0B / 0B","6"
"2026-09-06T21:57:28.4781313Z","simulator-edge-3","0","4,758","4.758MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:28.4781313Z","simulator-edge-4","0","2,742","2.742MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:28.4781313Z","simulator-edge-5","0","4,77","4.77MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:28.4781313Z","simulator-edge-6","0","2,836","2.836MiB / 15.18GiB","1.28kB / 512B","0B / 0B","6"
"2026-09-06T21:57:28.4781313Z","simulator-edge-7","0","4,754","4.754MiB / 15.18GiB","1.28kB / 512B","0B / 0B","5"
"2026-09-06T21:57:28.4781313Z","simulator-edge-8","0","4,754","4.754MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:28.4781313Z","simulator-edge-9","0","4,754","4.754MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:34.0849362Z","cloud-worker-0","0,13","7,078","7.078MiB / 15.18GiB","68.2kB / 63.5kB","0B / 0B","11"
"2026-09-06T21:57:34.0849362Z","cloud-worker-1","0,1","7,008","7.008MiB / 15.18GiB","29.4kB / 27.3kB","0B / 0B","10"
"2026-09-06T21:57:34.0849362Z","cloud-worker-2","0,13","6,969","6.969MiB / 15.18GiB","29kB / 26.8kB","0B / 0B","9"
"2026-09-06T21:57:34.0849362Z","cloud-worker-3","0,1","4,934","4.934MiB / 15.18GiB","17.8kB / 15.7kB","0B / 0B","8"
"2026-09-06T21:57:34.0849362Z","edge-0","0","5,051","5.051MiB / 15.18GiB","3.86kB / 886B","0B / 0B","10"
"2026-09-06T21:57:34.0849362Z","edge-1","0","7,039","7.039MiB / 15.18GiB","4.32kB / 886B","0B / 0B","9"
"2026-09-06T21:57:34.0849362Z","edge-10","2,08","7,051","7.051MiB / 15.18GiB","4.74kB / 888B","0B / 0B","9"
"2026-09-06T21:57:34.0849362Z","edge-11","0","5,012","5.012MiB / 15.18GiB","4.28kB / 888B","0B / 0B","8"
"2026-09-06T21:57:34.0849362Z","edge-12","0","7,023","7.023MiB / 15.18GiB","4.4kB / 888B","0B / 0B","9"
"2026-09-06T21:57:34.0849362Z","edge-2","0","7,012","7.012MiB / 15.18GiB","3.86kB / 886B","0B / 0B","8"
"2026-09-06T21:57:34.0849362Z","edge-3","0","7,012","7.012MiB / 15.18GiB","3.73kB / 886B","0B / 0B","9"
"2026-09-06T21:57:34.0849362Z","edge-4","1,9","7,031","7.031MiB / 15.18GiB","4.74kB / 886B","0B / 0B","8"
"2026-09-06T21:57:34.0849362Z","edge-5","2,11","7,105","7.105MiB / 15.18GiB","4.57kB / 886B","0B / 0B","10"
"2026-09-06T21:57:34.0849362Z","edge-6","1,98","5,199","5.199MiB / 15.18GiB","4.53kB / 886B","0B / 0B","9"
"2026-09-06T21:57:34.0849362Z","edge-7","0,65","6,371","6.371MiB / 15.18GiB","4.49kB / 886B","0B / 0B","15"
"2026-09-06T21:57:34.0849362Z","edge-8","0","4,98","4.98MiB / 15.18GiB","3.6kB / 886B","0B / 0B","8"
"2026-09-06T21:57:34.0849362Z","edge-9","0","5,004","5.004MiB / 15.18GiB","3.9kB / 886B","0B / 0B","9"
"2026-09-06T21:57:34.0849362Z","global-aggregator","0,13","7,012","7.012MiB / 15.18GiB","18.9kB / 17.9kB","0B / 0B","9"
"2026-09-06T21:57:34.0849362Z","kafka","5,42","333","333MiB / 15.18GiB","160kB / 161kB","0B / 0B","120"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-0","0,03","2,645","2.645MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-1","0,02","2,668","2.668MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-10","0,02","2,648","2.648MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-11","0,02","2,652","2.652MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-12","0,02","2,637","2.637MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-2","0,02","2,645","2.645MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-3","0,02","2,648","2.648MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-4","0,02","2,641","2.641MiB / 15.18GiB","3.04kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-5","0,02","2,641","2.641MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-6","0,02","2,637","2.637MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-7","0,02","2,641","2.641MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-8","0,02","2,648","2.648MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","mqtt-edge-9","0,02","2,652","2.652MiB / 15.18GiB","2.97kB / 852B","0B / 0B","1"
"2026-09-06T21:57:34.0849362Z","simulator-edge-0","0","4,754","4.754MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:34.0849362Z","simulator-edge-1","0","4,754","4.754MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:34.0849362Z","simulator-edge-10","0","4,773","4.773MiB / 15.18GiB","1.21kB / 513B","0B / 0B","6"
"2026-09-06T21:57:34.0849362Z","simulator-edge-11","0","4,781","4.781MiB / 15.18GiB","1.21kB / 513B","0B / 0B","6"
"2026-09-06T21:57:34.0849362Z","simulator-edge-12","0","2,77","2.77MiB / 15.18GiB","1.21kB / 513B","0B / 0B","6"
"2026-09-06T21:57:34.0849362Z","simulator-edge-2","0","4,781","4.781MiB / 15.18GiB","1.21kB / 512B","0B / 0B","6"
"2026-09-06T21:57:34.0849362Z","simulator-edge-3","0","4,758","4.758MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:34.0849362Z","simulator-edge-4","0","2,742","2.742MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:34.0849362Z","simulator-edge-5","0","4,77","4.77MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:34.0849362Z","simulator-edge-6","0","2,848","2.848MiB / 15.18GiB","1.28kB / 512B","0B / 0B","6"
"2026-09-06T21:57:34.0849362Z","simulator-edge-7","0","4,758","4.758MiB / 15.18GiB","1.28kB / 512B","0B / 0B","5"
"2026-09-06T21:57:34.0849362Z","simulator-edge-8","0","4,754","4.754MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:34.0849362Z","simulator-edge-9","0","4,754","4.754MiB / 15.18GiB","1.21kB / 512B","0B / 0B","5"
"2026-09-06T21:57:39.6846868Z","cloud-worker-0","0,12","7,078","7.078MiB / 15.18GiB","74.7kB / 70.7kB","0B / 0B","11"
"2026-09-06T21:57:39.6846868Z","cloud-worker-1","0,1","7,008","7.008MiB / 15.18GiB","32.7kB / 31.2kB","0B / 0B","10"
"2026-09-06T21:57:39.6846868Z","cloud-worker-2","0,13","6,969","6.969MiB / 15.18GiB","35.5kB / 34kB","0B / 0B","9"
"2026-09-06T21:57:39.6846868Z","cloud-worker-3","0,09","4,934","4.934MiB / 15.18GiB","21.1kB / 19.6kB","0B / 0B","8"
"2026-09-06T21:57:39.6846868Z","edge-0","2,18","5,047","5.047MiB / 15.18GiB","3.86kB / 886B","0B / 0B","10"
"2026-09-06T21:57:39.6846868Z","edge-1","0","7,031","7.031MiB / 15.18GiB","4.32kB / 886B","0B / 0B","9"
"2026-09-06T21:57:39.6846868Z","edge-10","2,05","7,117","7.117MiB / 15.18GiB","4.74kB / 888B","0B / 0B","9"
"2026-09-06T21:57:39.6846868Z","edge-11","0","4,996","4.996MiB / 15.18GiB","4.28kB / 888B","0B / 0B","8"
"2026-09-06T21:57:39.6846868Z","edge-12","0","7,02","7.02MiB / 15.18GiB","4.4kB / 888B","0B / 0B","9"
"2026-09-06T21:57:39.6846868Z","edge-2","2,29","7,008","7.008MiB / 15.18GiB","3.86kB / 886B","0B / 0B","8"
"2026-09-06T21:57:39.6846868Z","edge-3","2,19","7,02","7.02MiB / 15.18GiB","3.73kB / 886B","0B / 0B","9"
"2026-09-06T21:57:39.6846868Z","edge-4","2,29","7,023","7.023MiB / 15.18GiB","4.74kB / 886B","0B / 0B","8"
"2026-09-06T21:57:39.6846868Z","edge-5","0","7,07","7.07MiB / 15.18GiB","4.57kB / 886B","0B / 0B","10"
"2026-09-06T21:57:39.6846868Z","edge-6","0","5,031","5.031MiB / 15.18GiB","4.53kB / 886B","0B / 0B","9"
"2026-09-06T21:57:39.6846868Z","edge-7","2,13","5,273","5.273MiB / 15.18GiB","4.49kB / 886B","0B / 0B","10"
"2026-09-06T21:57:39.6846868Z","edge-8","2,01","5,016","5.016MiB / 15.18GiB","3.6kB / 886B","0B / 0B","8"
"2026-09-06T21:57:39.6846868Z","edge-9","2,31","5,004","5.004MiB / 15.18GiB","3.9kB / 886B","0B / 0B","9"
"2026-09-06T21:57:39.6846868Z","global-aggregator","0,12","7,012","7.012MiB / 15.18GiB","22.4kB / 22kB","0B / 0B","9"
"2026-09-06T21:57:39.6846868Z","kafka","130,9","338,5","338.5MiB / 15.18GiB","186kB / 184kB","0B / 0B","120"
"2026-09-06T21:57:39.6846868Z","mqtt-edge-0","0,02","2,645","2.645MiB / 15.18GiB","3.04kB / 918B","0B / 0B","1"
"2026-09-06T21:57:39.6846868Z","mqtt-edge-1","0,02","2,648","2.648MiB / 15.18GiB","3.04kB / 918B","0B / 0B","1"
"2026-09-06T21:57:39.6846868Z","mqtt-edge-10","0,02","2,645","2.645MiB / 15.18GiB","3.04kB / 918B","0B / 0B","1"
"2026-09-06T21:57:39.6846868Z","mqtt-edge-11","0,02","2,652","2.652MiB / 15.18GiB","3.04kB / 918B","0B / 0B","1"
"2026-09-06T21:57:39.6846868Z","mqtt-edge-12","0,02","2,637","2.637MiB / 15.18GiB","3.04kB / 918B","0B / 0B","1"
"2026-09-06T21:57:39.6846868Z","mqtt-edge-2","0,02","2,645","2.645MiB / 15.18GiB","3.04kB / 918B","0B / 0B","1"
"2026-09-06T21:57:39.6846868Z","mqtt-edge-3","0,02","2,668","2.668MiB / 15.18GiB","3.04kB / 918B","0B / 0B","1"
"2026-09-06T21:57:39.6846868Z","mqtt-edge-4","0,02","2,641","2.641MiB / 15.18GiB","3.11kB / 918B","0B / 0B","1"
"2026-09-06T21:57:39.6846868Z","mqtt-edge-5","0,02","2,641","2.641MiB / 15.18GiB","3.04kB / 918B","0B / 0B","1"
"2026-09-06T21:57:39.6846868Z","mqtt-edge-6","0,02","2,637","2.637MiB / 15.18GiB","3.04kB / 918B","0B / 0B","1"
