"run_id","status","workers","replay_elapsed_seconds","elapsed_seconds","simulator_offered_total","simulator_enqueued_total","simulator_locally_dropped_total","simulator_mqtt_errors_total","simulator_eos_failures_total","simulator_max_scheduling_lag_ms","edge_received_total","edge_processed_total","edge_ingress_queue_dropped_total","edge_invalid_total","edge_out_of_order_dropped_total","edge_post_eos_dropped_total","edge_aggregates_emitted_total","edge_max_queue_utilization_pct","cloud_workers_max_total_lag","global_aggregator_max_total_lag","cloud_workers_final_lag","global_aggregator_final_lag","edge_aggregates_topic_records","cloud_edge_aggregates_topic_records"
"20260906T193330Z","success","1","117,836","133,204","2106784","2106784","0","0","0","82,91661","2106784","2077246","29538","0","0","0","104806","100","78730","19","0","0","104819","35138"
