sensor_id;timestamp;pressure;temperature;humidity
13968;2025-01-01T01:11:30;100796.72;4.91;100.00
76108;2025-01-01T01:11:58;56320.97;-145.19;100.00
64827;2025-01-01T01:12:01;100481.63;6.05;95.49
5812;2025-01-01T01:12:02;100952.31;8.19;67.83
21109;2025-01-01T01:12:03;101255.44;14.67;68.29
68687;2025-01-01T01:12:48;100857.94;1.32;100.00
59831;2025-01-01T01:13:22;98550.03;-0.35;100.00
76594;2025-01-01T01:13:30;100391.03;-3.40;74.31
13968;2025-01-01T01:14:00;100803.59;4.92;100.00
33025;2025-01-01T01:14:20;100376.53;2.04;100.00
23241;2025-01-01T01:14:25;101218.44;4.47;100.00
76108;2025-01-01T01:14:25;56320.97;-145.19;100.00
64827;2025-01-01T01:14:29;100479.00;6.10;95.47
5812;2025-01-01T01:14:29;100968.88;8.19;68.21
21109;2025-01-01T01:14:33;101233.97;14.67;68.11
68687;2025-01-01T01:15:13;100867.41;1.24;100.00
59831;2025-01-01T01:15:48;98550.56;-0.39;100.00
76594;2025-01-01T01:15:56;100393.69;-3.43;74.35
13968;2025-01-01T01:16:26;100802.78;4.79;100.00
33025;2025-01-01T01:16:46;100367.84;2.05;100.00
23241;2025-01-01T01:16:51;101208.19;4.47;100.00
76108;2025-01-01T01:16:51;56320.97;-145.19;100.00
64827;2025-01-01T01:16:56;100486.00;6.09;95.88
82556;2025-01-01T01:16:57;102194.20;-0.49;75.27
5812;2025-01-01T01:16:58;100962.50;8.35;67.50
21109;2025-01-01T01:16:59;101239.91;14.72;68.13
68687;2025-01-01T01:17:39;100865.72;1.21;100.00
59831;2025-01-01T01:18:14;98550.53;-0.46;100.00
76594;2025-01-01T01:18:23;100395.81;-3.29;74.04
13968;2025-01-01T01:18:56;100800.25;4.74;100.00
33025;2025-01-01T01:19:12;100366.09;2.06;100.00
23241;2025-01-01T01:19:17;101203.97;4.49;100.00
76108;2025-01-01T01:19:17;56320.97;-145.19;100.00
64827;2025-01-01T01:19:23;100486.88;6.17;96.13
5812;2025-01-01T01:19:25;100948.88;8.22;67.75
21109;2025-01-01T01:19:27;101245.13;14.61;68.40
68687;2025-01-01T01:20:05;100872.63;1.24;100.00
59831;2025-01-01T01:20:43;98549.53;-0.45;100.00
76594;2025-01-01T01:20:49;100393.94;-3.24;73.58
13968;2025-01-01T01:21:22;100800.31;4.53;100.00
33025;2025-01-01T01:21:37;100360.88;2.06;100.00
23241;2025-01-01T01:21:43;101206.56;4.50;100.00
76108;2025-01-01T01:21:43;56320.97;-145.19;100.00
64827;2025-01-01T01:21:50;100475.56;6.23;95.94
5812;2025-01-01T01:21:51;100931.06;8.19;67.55
21109;2025-01-01T01:21:53;101238.38;14.68;68.31
68687;2025-01-01T01:22:31;100882.16;1.19;100.00
59831;2025-01-01T01:23:12;98549.97;-0.41;100.00
76594;2025-01-01T01:23:14;100382.38;-3.38;73.62
13968;2025-01-01T01:23:52;100794.28;4.58;100.00
33025;2025-01-01T01:24:04;100355.69;2.06;100.00
23241;2025-01-01T01:24:09;101194.56;4.48;100.00
76108;2025-01-01T01:24:09;56320.97;-145.19;100.00
5812;2025-01-01T01:24:16;100940.59;8.22;68.28
64827;2025-01-01T01:24:17;100474.69;6.30;95.69
21109;2025-01-01T01:24:20;101238.03;14.60;68.61
68687;2025-01-01T01:24:56;100864.84;1.22;100.00
59831;2025-01-01T01:25:38;98557.66;-0.40;100.00
76594;2025-01-01T01:25:40;100381.66;-3.42;73.81
13968;2025-01-01T01:26:18;100787.34;4.71;100.00
33025;2025-01-01T01:26:29;100347.88;2.06;100.00
23241;2025-01-01T01:26:34;101192.97;4.51;100.00
76108;2025-01-01T01:26:34;56320.97;-145.19;100.00
5812;2025-01-01T01:26:42;100931.81;8.28;67.58
64827;2025-01-01T01:26:45;100457.25;6.28;95.98
21109;2025-01-01T01:26:47;101241.50;14.75;68.12
82556;2025-01-01T01:26:59;102165.19;-0.44;75.02
68687;2025-01-01T01:27:22;100865.69;1.23;100.00
59831;2025-01-01T01:28:05;98549.53;-0.45;100.00
76594;2025-01-01T01:28:06;100382.69;-3.48;74.28
13968;2025-01-01T01:28:52;100783.88;4.75;100.00
33025;2025-01-01T01:28:56;100345.28;2.06;100.00
76108;2025-01-01T01:28:59;56320.97;-145.19;100.00
23241;2025-01-01T01:29:00;101189.63;4.54;100.00
5812;2025-01-01T01:29:08;100947.47;7.98;68.36
64827;2025-01-01T01:29:12;100453.78;6.29;96.09
21109;2025-01-01T01:29:15;101248.25;14.80;68.19
68687;2025-01-01T01:29:47;100875.22;1.24;100.00
59831;2025-01-01T01:30:31;98556.41;-0.44;100.00
76594;2025-01-01T01:30:32;100384.97;-3.65;74.71
13968;2025-01-01T01:31:18;100778.78;4.63;100.00
33025;2025-01-01T01:31:22;100336.59;2.07;100.00
76108;2025-01-01T01:31:25;56320.97;-145.19;100.00
