sensor_id;timestamp;pressure;temperature;humidity
74893;2025-01-01T01:11:24;99768.16;-2.58;69.59
65546;2025-01-01T01:11:29;99288.72;-4.47;83.27
74317;2025-01-01T01:11:36;99103.66;0.19;68.99
33496;2025-01-01T01:11:56;130761.81;-1.12;100.00
29147;2025-01-01T01:11:59;99490.00;-2.78;85.85
65546;2025-01-01T01:12:01;99288.72;-4.47;83.31
43814;2025-01-01T01:12:01;99561.31;-2.50;
71697;2025-01-01T01:12:02;98937.81;-2.09;76.99
65546;2025-01-01T01:12:32;99286.94;-4.47;83.28
59198;2025-01-01T01:12:35;98230.75;-3.83;76.59
65546;2025-01-01T01:13:02;99287.84;-4.48;83.37
65546;2025-01-01T01:13:33;99291.41;-4.49;83.39
74893;2025-01-01T01:13:51;99780.34;-2.52;69.35
74317;2025-01-01T01:14:02;99102.06;0.17;68.71
65546;2025-01-01T01:14:04;99293.16;-4.49;83.27
59198;2025-01-01T01:14:18;98232.44;-3.81;76.44
33496;2025-01-01T01:14:23;130470.50;-1.13;100.00
29147;2025-01-01T01:14:27;99484.88;-2.77;85.21
71697;2025-01-01T01:14:30;98910.69;-2.27;76.57
65546;2025-01-01T01:14:34;99288.88;-4.50;83.19
43814;2025-01-01T01:14:38;99559.84;-2.54;
65546;2025-01-01T01:15:05;99290.56;-4.49;83.24
65546;2025-01-01T01:15:36;99294.84;-4.48;83.32
59198;2025-01-01T01:15:56;98227.41;-3.88;76.44
65546;2025-01-01T01:16:07;99298.38;-4.49;83.28
74893;2025-01-01T01:16:17;99786.31;-2.45;68.69
65546;2025-01-01T01:16:37;99299.19;-4.49;83.34
33496;2025-01-01T01:16:56;130083.41;-1.13;100.00
71697;2025-01-01T01:16:58;98909.72;-2.20;76.42
29147;2025-01-01T01:16:59;99487.44;-2.78;85.19
65546;2025-01-01T01:17:07;99291.41;-4.49;83.34
43814;2025-01-01T01:17:18;99563.44;-2.58;
65546;2025-01-01T01:17:38;99297.44;-4.48;83.24
59198;2025-01-01T01:17:40;98228.22;-3.86;76.75
65546;2025-01-01T01:18:08;99294.84;-4.48;83.40
65546;2025-01-01T01:18:38;99288.88;-4.50;83.33
74893;2025-01-01T01:18:42;99784.13;-2.41;68.82
65546;2025-01-01T01:19:08;99294.09;-4.50;83.19
59198;2025-01-01T01:19:18;98229.09;-3.87;76.58
33496;2025-01-01T01:19:23;129691.81;-1.15;100.00
71697;2025-01-01T01:19:25;98920.56;-2.10;76.84
65546;2025-01-01T01:19:39;99290.66;-4.51;83.21
29147;2025-01-01T01:19:50;99487.50;-2.81;85.30
43814;2025-01-01T01:19:53;99559.25;-2.59;
65546;2025-01-01T01:20:09;99293.25;-4.51;83.30
65546;2025-01-01T01:20:39;99291.59;-4.52;83.26
59198;2025-01-01T01:20:56;98230.84;-3.90;76.78
74893;2025-01-01T01:21:09;99778.34;-2.43;68.72
65546;2025-01-01T01:21:10;99288.06;-4.51;83.39
65546;2025-01-01T01:21:40;99293.25;-4.51;83.26
33496;2025-01-01T01:21:50;129310.81;-1.14;100.00
71697;2025-01-01T01:21:52;98936.84;-2.01;76.79
65546;2025-01-01T01:22:10;99288.13;-4.52;83.33
29147;2025-01-01T01:22:21;99494.38;-2.85;85.60
74317;2025-01-01T01:22:23;99091.13;0.09;68.67
43814;2025-01-01T01:22:24;99555.19;-2.61;
