sensor_id;timestamp;pressure;temperature;humidity
19286;2025-01-01T01:11:26;100671.19;6.04;69.29
62851;2025-01-01T01:11:29;102331.00;4.07;90.68
24622;2025-01-01T01:11:33;101408.81;12.06;
81686;2025-01-01T01:11:45;101712.53;6.71;66.70
62087;2025-01-01T01:11:57;101574.81;13.15;100.00
89112;2025-01-01T01:11:58;101630.63;12.69;55.96
77263;2025-01-01T01:11:59;101374.00;16.93;54.50
83100;2025-01-01T01:12:22;52406.22;-140.79;100.00
64302;2025-01-01T01:12:33;101539.94;7.30;100.00
24622;2025-01-01T01:12:34;101414.88;12.07;
4570;2025-01-01T01:12:56;100587.78;2.07;51.21
90668;2025-01-01T01:13:10;101858.69;6.63;85.20
24622;2025-01-01T01:13:35;101393.94;12.07;
58835;2025-01-01T01:13:44;64936.19;-146.12;100.00
19286;2025-01-01T01:13:52;100651.91;6.05;69.13
62851;2025-01-01T01:13:55;102325.50;4.10;90.62
81686;2025-01-01T01:14:11;101706.06;6.85;65.99
62087;2025-01-01T01:14:24;101564.25;13.13;100.00
89112;2025-01-01T01:14:25;101633.03;12.72;56.07
77263;2025-01-01T01:14:26;101359.31;16.90;54.95
24622;2025-01-01T01:14:40;101377.25;12.08;
83100;2025-01-01T01:14:48;52418.78;-140.79;100.00
64302;2025-01-01T01:14:58;101537.25;7.31;100.00
4570;2025-01-01T01:15:22;100572.03;2.07;50.76
90668;2025-01-01T01:15:37;101870.00;6.65;85.22
24622;2025-01-01T01:15:43;101386.75;12.09;
62851;2025-01-01T01:16:21;102323.06;4.04;90.59
19286;2025-01-01T01:16:22;100657.16;6.05;69.57
81686;2025-01-01T01:16:37;101706.59;7.00;65.86
24622;2025-01-01T01:16:45;101391.16;12.08;
62087;2025-01-01T01:16:50;101556.19;13.13;100.00
89112;2025-01-01T01:16:51;101632.19;12.71;56.02
77263;2025-01-01T01:16:57;101369.69;16.92;54.52
58835;2025-01-01T01:17:08;64936.19;-146.12;100.00
83100;2025-01-01T01:17:13;52443.91;-140.79;100.00
64302;2025-01-01T01:17:24;101544.25;7.32;100.00
24622;2025-01-01T01:17:46;101380.53;12.10;
4570;2025-01-01T01:17:52;100549.34;2.06;51.67
90668;2025-01-01T01:18:02;101864.50;6.68;84.77
62851;2025-01-01T01:18:46;102319.53;4.04;90.75
19286;2025-01-01T01:18:48;100648.56;6.03;69.10
24622;2025-01-01T01:18:51;101381.38;12.10;
81686;2025-01-01T01:19:03;101695.34;6.80;66.21
62087;2025-01-01T01:19:15;101558.88;13.13;100.00
89112;2025-01-01T01:19:17;101617.22;12.67;56.10
77263;2025-01-01T01:19:24;101364.56;16.86;54.63
83100;2025-01-01T01:19:39;52410.41;-140.79;100.00
64302;2025-01-01T01:19:49;101537.25;7.31;100.00
24622;2025-01-01T01:19:52;101390.91;12.11;
4570;2025-01-01T01:20:18;100563.31;2.08;51.45
90668;2025-01-01T01:20:27;101848.34;6.60;84.67
58835;2025-01-01T01:20:32;64936.19;-146.12;100.00
24622;2025-01-01T01:20:53;101382.06;12.12;
62851;2025-01-01T01:21:12;102310.03;3.97;91.10
19286;2025-01-01T01:21:18;100645.34;6.00;69.54
81686;2025-01-01T01:21:28;101690.25;6.85;66.10
62087;2025-01-01T01:21:41;101557.88;13.14;100.00
89112;2025-01-01T01:21:43;101618.91;12.68;55.96
77263;2025-01-01T01:21:55;101349.78;16.89;54.41
24622;2025-01-01T01:21:55;101389.78;12.14;
83100;2025-01-01T01:22:04;52443.91;-140.79;100.00
64302;2025-01-01T01:22:14;101539.88;7.31;100.00
4570;2025-01-01T01:22:48;100566.84;2.17;51.28
90668;2025-01-01T01:22:53;101884.69;6.69;84.52
24622;2025-01-01T01:23:00;101378.34;12.15;
62851;2025-01-01T01:23:37;102303.66;3.99;91.42
19286;2025-01-01T01:23:44;100623.41;6.01;69.43
