"timestamp_utc","group","topic","partition","current_offset","log_end_offset","lag"
"2026-09-06T21:51:24.7807462Z","cloud-workers","edge-aggregates","5","8125","8125","0"
"2026-09-06T21:51:24.7807462Z","global-aggregator","cloud-edge-aggregates","0","23550","23568","18"
"2026-09-06T21:51:41.7688655Z","cloud-workers","edge-aggregates","0","14315","16250","1935"
"2026-09-06T21:51:41.7688655Z","cloud-workers","edge-aggregates","1","14317","24369","10052"
"2026-09-06T21:51:41.7688655Z","cloud-workers","edge-aggregates","2","14324","24375","10051"
"2026-09-06T21:51:41.7688655Z","cloud-workers","edge-aggregates","3","14319","16250","1931"
"2026-09-06T21:51:41.7688655Z","cloud-workers","edge-aggregates","4","14318","16250","1932"
"2026-09-06T21:51:41.7688655Z","cloud-workers","edge-aggregates","5","8125","8125","0"
"2026-09-06T21:51:41.7688655Z","global-aggregator","cloud-edge-aggregates","0","27806","27822","16"
"2026-09-06T21:51:48.0840695Z","cloud-workers","edge-aggregates","0","16250","16250","0"
"2026-09-06T21:51:48.0840695Z","cloud-workers","edge-aggregates","1","17683","24369","6686"
"2026-09-06T21:51:48.0840695Z","cloud-workers","edge-aggregates","2","17689","24375","6686"
"2026-09-06T21:51:48.0840695Z","cloud-workers","edge-aggregates","3","16250","16250","0"
"2026-09-06T21:51:48.0840695Z","cloud-workers","edge-aggregates","4","16250","16250","0"
"2026-09-06T21:51:48.0840695Z","cloud-workers","edge-aggregates","5","8125","8125","0"
"2026-09-06T21:51:48.0840695Z","global-aggregator","cloud-edge-aggregates","0","32104","32125","21"
"2026-09-06T21:51:54.3813645Z","cloud-workers","edge-aggregates","0","16250","16250","0"
"2026-09-06T21:51:54.3813645Z","cloud-workers","edge-aggregates","1","24208","24369","161"
"2026-09-06T21:51:54.3813645Z","cloud-workers","edge-aggregates","2","24215","24375","160"
"2026-09-06T21:51:54.3813645Z","cloud-workers","edge-aggregates","3","16250","16250","0"
"2026-09-06T21:51:54.3813645Z","cloud-workers","edge-aggregates","4","16250","16250","0"
"2026-09-06T21:51:54.3813645Z","cloud-workers","edge-aggregates","5","8125","8125","0"
"2026-09-06T21:51:54.3813645Z","global-aggregator","cloud-edge-aggregates","0","35243","35243","0"
